surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","kioskRouter","devices.setActive","kiosk.devices.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/kioskRouter.ts:163"
"trpc","kioskRouter","lookup","kiosk.kiosk.list","query","kioskReadProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE|LOCAL_GATE","server/routers/kioskRouter.ts:80"
"trpc","kioskRouter","publicBranches","kiosk.kiosk.public_branches","query","publicProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/kioskRouter.ts:64"
"trpc","leaveRouter","balanceReport","hr.leave.balance_report","query","hrRead","module-map","hr","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/leaveRouter.ts:114"
"trpc","leaveRouter","balances","hr.leave.balances","query","hrRead","module-map","hr","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/leaveRouter.ts:105"
"trpc","leaveRouter","cancel","hr.leave.void","mutation","hrWrite","module-map","hr","FULL","","scoped","HIGH","فعل حسّاس: cancel","LOCAL_GATE|SENSITIVE_ACTION","server/routers/leaveRouter.ts:216"
"trpc","leaveRouter","create","hr.leave.create","mutation","hrWrite","module-map","hr","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/leaveRouter.ts:157"
"trpc","leaveRouter","decide","hr.leave.decide","mutation","hrWrite","module-map","hr","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/leaveRouter.ts:179"
"trpc","leaveRouter","list","hr.leave.list","query","hrRead","module-map","hr","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/leaveRouter.ts:59"
"trpc","nativePushRouter","register","nativepush.native_push.create","mutation","selfServiceProcedure","self-assignment","","SELF","authenticated-user","self","MEDIUM","كتابة","","server/routers/nativePushRouter.ts:72"
"trpc","nativePushRouter","revokeDevice","nativepush.native_push.revoke","mutation","selfServiceProcedure","self-assignment","","SELF","authenticated-user","self","HIGH","فعل حسّاس: revoke","SENSITIVE_ACTION","server/routers/nativePushRouter.ts:111"
"trpc","nativePushRouter","status","nativepush.native_push.view","query","selfServiceProcedure","self-assignment","","SELF","authenticated-user","self","LOW","قراءة","","server/routers/nativePushRouter.ts:67"
"trpc","offlineRouter","catalogSnapshot","catalog.offline.catalog_snapshot","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/offlineRouter.ts:146"
"trpc","offlineRouter","customersSnapshot","crm.offline.customers_snapshot","query","customersReadProcedure","module-map","crm","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/offlineRouter.ts:152"
"trpc","offlineRouter","discardRecoveryItem","sales.offline.discard_recovery_item","mutation","salesManagerProcedure","module-gate","sales","FULL","manager","required","MEDIUM","كتابة","","server/routers/offlineRouter.ts:453"
"trpc","offlineRouter","postRecoveryItem","sales.offline.post_recovery_item","mutation","salesManagerProcedure","module-gate","sales","FULL","manager","required","MEDIUM","كتابة","","server/routers/offlineRouter.ts:441"
"trpc","offlineRouter","recoveryQueue","sales.offline.recovery_queue","query","salesManagerProcedure","module-gate","sales","FULL","manager","required","LOW","قراءة","","server/routers/offlineRouter.ts:432"
"trpc","offlineRouter","replayPrintSale","sales.offline.replay_print_sale","mutation","posCashierProcedure","module-gate","pos","FULL","cashier|manager","required","HIGH","فعل حسّاس: print","SENSITIVE_ACTION","server/routers/offlineRouter.ts:288"
"trpc","offlineRouter","replayReception","workorders.offline.replay_reception","mutation","workordersCashierProcedure","module-gate","workorders","FULL","cashier|manager","required","MEDIUM","كتابة","","server/routers/offlineRouter.ts:352"
"trpc","offlineRouter","replaySale","sales.offline.replay_sale","mutation","salesCashierProcedure","module-gate","sales","FULL","cashier|manager","required","MEDIUM","كتابة","","server/routers/offlineRouter.ts:171"
"trpc","offlineRouter","salesReport","reports.offline.sales_report","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/offlineRouter.ts:156"
"trpc","offlineRouter","stockSnapshot","catalog.offline.stock_snapshot","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/offlineRouter.ts:148"
"trpc","offlineRouter","versions","catalog.offline.versions","query","productsReadProcedure","module-map","products","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE","server/routers/offlineRouter.ts:144"
"trpc","payrollRouter","advanceBalance","hr.payroll.advance_balance","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:410"
"trpc","payrollRouter","advanceCancel","hr.payroll.advance_cancel","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: cancel","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:547"
"trpc","payrollRouter","advanceGrant","hr.payroll.advance_grant","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: grant","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:522"
"trpc","payrollRouter","advanceRepaymentLedger","hr.payroll.advance_repayment_ledger","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:434"
"trpc","payrollRouter","advanceRepaymentRequest","hr.payroll.advance_repayment_request","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:430"
"trpc","payrollRouter","advanceRepaymentRequests","hr.payroll.advance_repayment_requests","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:417"
"trpc","payrollRouter","advancesList","hr.payroll.advances_list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:395"
"trpc","payrollRouter","advanceThresholds","hr.payroll.advance_thresholds","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:415"
"trpc","payrollRouter","approve","hr.payroll.approve","mutation","ownerHrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: approve","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:130"
"trpc","payrollRouter","approveAdvanceRepayment","hr.payroll.approve","mutation","ownerHrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: approve","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:486"
"trpc","payrollRouter","approveRemittance","hr.payroll.approve","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: approve","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:275"
"trpc","payrollRouter","cancel","hr.payroll.void","mutation","ownerHrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: cancel","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:167"
"trpc","payrollRouter","createRemittance","hr.payroll.create","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:243"
"trpc","payrollRouter","financialLedger","hr.payroll.financial_ledger","query","ownerHrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:86"
"trpc","payrollRouter","generate","hr.payroll.generate","mutation","ownerHrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:90"
"trpc","payrollRouter","get","hr.payroll.view","query","ownerHrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:77"
"trpc","payrollRouter","legalSettings","hr.payroll.legal_settings","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:340"
"trpc","payrollRouter","list","hr.payroll.list","query","ownerHrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:75"
"trpc","payrollRouter","obligations","hr.payroll.obligations","query","hrRead","module-map","hr","READ","admin","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE|HANDLER_ROLE_CHECK|ADMIN_ONLY","server/routers/payrollRouter.ts:205"
"trpc","payrollRouter","pay","hr.payroll.pay","mutation","ownerHrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:144"
"trpc","payrollRouter","payRemittance","hr.payroll.pay_remittance","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:301"
"trpc","payrollRouter","rejectAdvanceRepayment","hr.payroll.reject","mutation","ownerHrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: reject","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:504"
"trpc","payrollRouter","rejectRemittance","hr.payroll.reject","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: reject","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/payrollRouter.ts:288"
"trpc","payrollRouter","remittances","hr.payroll.remittances","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:230"
"trpc","payrollRouter","requestAdvanceRepayment","hr.payroll.request_advance_repayment","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:446"
"trpc","payrollRouter","requestAdvanceRepaymentReturn","hr.payroll.request_advance_repayment_return","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:468"
"trpc","payrollRouter","returnRemittance","hr.payroll.return_remittance","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:319"
"trpc","payrollRouter","returnSalaryPayment","hr.payroll.return_salary_payment","mutation","ownerHrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:182"
"trpc","payrollRouter","statutoryObligationSummary","hr.payroll.statutory_obligation_summary","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:223"
"trpc","payrollRouter","summaryReport","hr.payroll.view","query","ownerHrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:82"
"trpc","payrollRouter","updateItem","hr.payroll.update","mutation","ownerHrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/payrollRouter.ts:109"
"trpc","payrollRouter","updateLegalSettings","hr.payroll.update","mutation","managerProcedure","raw-role","hr","FULL","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/payrollRouter.ts:346"
"trpc","periodLockRouter","approveClose","reports.period_lock.approve","mutation","reportsAdminProcedure","module-gate","reports","FULL","admin","none","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/periodLockRouter.ts:306"
"trpc","periodLockRouter","bootstrapSequence","accounting.period_lock.bootstrap_sequence","mutation","ownerProcedure","owner","ownership","APPROVE","","none","MEDIUM","كتابة","","server/routers/periodLockRouter.ts:53"
"trpc","periodLockRouter","certificate","reports.period_lock.certificate","query","reportsAdminProcedure","module-gate","reports","FULL","admin","none","LOW","قراءة","","server/routers/periodLockRouter.ts:122"
"trpc","periodLockRouter","certificates","reports.period_lock.certificates","query","reportsAdminProcedure","module-gate","reports","FULL","admin","none","LOW","قراءة","","server/routers/periodLockRouter.ts:105"
"trpc","periodLockRouter","closeActionReadiness","reports.period_lock.close","query","reportsManagerProcedure","module-gate","reports","FULL","manager","required","LOW","قراءة","","server/routers/periodLockRouter.ts:266"
"trpc","periodLockRouter","closeRequests","reports.period_lock.close","query","reportsManagerProcedure","module-gate","reports","FULL","manager","required","LOW","قراءة","","server/routers/periodLockRouter.ts:254"
"trpc","periodLockRouter","exportCertificate","reports.period_lock.export","query","reportsAdminProcedure","module-gate","reports","FULL","admin","none","HIGH","أثر خارجي: export","SENSITIVE_ACTION","server/routers/periodLockRouter.ts:134"
"trpc","periodLockRouter","history","accounting.period_lock.history","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/periodLockRouter.ts:151"
"trpc","periodLockRouter","rejectClose","reports.period_lock.reject","mutation","reportsAdminProcedure","module-gate","reports","FULL","admin","none","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/periodLockRouter.ts:351"
"trpc","periodLockRouter","requestClose","reports.period_lock.request_close","mutation","reportsManagerProcedure","module-gate","reports","FULL","manager","required","HIGH","فعل حسّاس: close","SENSITIVE_ACTION","server/routers/periodLockRouter.ts:279"
"trpc","periodLockRouter","sequenceEvents","reports.period_lock.sequence_events","query","reportsAdminProcedure","module-gate","reports","FULL","admin","none","LOW","قراءة","","server/routers/periodLockRouter.ts:95"
"trpc","periodLockRouter","status","accounting.period_lock.view","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/periodLockRouter.ts:46"
"trpc","periodLockRouter","unlock","accounting.period_lock.reopen","mutation","adminProcedure","admin","","","admin","none","HIGH","فعل حسّاس: unlock","ADMIN_ONLY|SENSITIVE_ACTION","server/routers/periodLockRouter.ts:201"
"trpc","periodLockRouter","verifyCertificate","reports.period_lock.verify_certificate","query","reportsAdminProcedure","module-gate","reports","FULL","admin","none","LOW","قراءة","","server/routers/periodLockRouter.ts:128"
"trpc","platformAdminRouter","companies.list","platform.companies.list","query","platformAdminProcedure","platform","","","platformAdmin","none","LOW","قراءة","","server/routers/platformAdminRouter.ts:61"
"trpc","platformAdminRouter","companies.provisionRequests","platform.companies.provision_requests","query","platformAdminProcedure","platform","","","platformAdmin","none","LOW","قراءة","","server/routers/platformAdminRouter.ts:116"
"trpc","platformAdminRouter","companies.provisionStatus","platform.companies.provision_status","query","platformAdminProcedure","platform","","","platformAdmin","none","LOW","قراءة","","server/routers/platformAdminRouter.ts:111"
"trpc","platformAdminRouter","companies.requestCreate","platform.companies.request_create","mutation","platformAdminProcedure","platform","","","platformAdmin","none","MEDIUM","كتابة","","server/routers/platformAdminRouter.ts:81"
"trpc","platformAdminRouter","companies.setActive","platform.companies.update","mutation","platformAdminProcedure","platform","","","platformAdmin","none","MEDIUM","كتابة","","server/routers/platformAdminRouter.ts:63"
"trpc","platformAdminRouter","login","platform.platform_admin.authenticate","mutation","publicProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/platformAdminRouter.ts:27"
"trpc","platformAdminRouter","logout","platform.platform_admin.logout","mutation","publicProcedure","none","","","","none","MEDIUM","كتابة","WRITE_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/platformAdminRouter.ts:51"
"trpc","platformAdminRouter","me","platform.platform_admin.me","query","publicProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE|UNAUTHENTICATED","server/routers/platformAdminRouter.ts:45"
"trpc","priceWavesRouter","applyWave","catalog.price_wave.apply_wave","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/priceWavesRouter.ts:126"
"trpc","priceWavesRouter","list","catalog.price_wave.list","query","productsManagerProcedure","module-gate","products","FULL","manager","required","LOW","قراءة","","server/routers/priceWavesRouter.ts:194"
"trpc","priceWavesRouter","preview","catalog.price_wave.view","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/priceWavesRouter.ts:101"
"trpc","priceWavesRouter","revert","catalog.price_wave.reverse","mutation","productsManagerProcedure","module-gate","products","FULL","manager","required","MEDIUM","كتابة","","server/routers/priceWavesRouter.ts:160"
"trpc","priceWavesRouter","scopeCount","catalog.price_wave.scope_count","query","productsManagerProcedure","module-gate","products","FULL","manager","required","LOW","قراءة","","server/routers/priceWavesRouter.ts:93"
"trpc","priceWavesRouter","unitHistory","catalog.price_wave.unit_history","query","productsManagerProcedure","module-gate","products","FULL","manager","required","LOW","قراءة","","server/routers/priceWavesRouter.ts:219"
"trpc","priceWavesRouter","waveDetails","catalog.price_wave.wave_details","query","productsManagerProcedure","module-gate","products","FULL","manager","required","LOW","قراءة","","server/routers/priceWavesRouter.ts:263"
"trpc","printAuditRouter","outcomePurchase","purchasing.print_audit.outcome_purchase","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:32"
"trpc","printAuditRouter","outcomeReport","reports.print_audit.outcome_report","mutation","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:50"
"trpc","printAuditRouter","outcomeTreasury","treasury.print_audit.outcome_treasury","mutation","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:39"
"trpc","printAuditRouter","requestPurchase","purchasing.print_audit.request_purchase","mutation","purchasesManagerProcedure","module-gate","purchases","FULL","manager|purchasing","required","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:29"
"trpc","printAuditRouter","requestReport","reports.print_audit.request_report","mutation","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:43"
"trpc","printAuditRouter","requestTreasury","treasury.print_audit.request_treasury","mutation","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","MEDIUM","كتابة","","server/routers/printAuditRouter.ts:36"
"trpc","printPosRouter","confirmExternalPayment","sales.print_po.approve","mutation","posCashierProcedure","module-gate","pos","FULL","cashier|manager","required","MEDIUM","كتابة","","server/routers/printPosRouter.ts:54"
"trpc","printPosRouter","createSale","sales.print_po.create","mutation","posCashierProcedure","module-gate","pos","FULL","cashier|manager","required","MEDIUM","كتابة","","server/routers/printPosRouter.ts:69"
"trpc","printPosRouter","initiateExternalPayment","sales.print_po.initiate_external_payment","mutation","posCashierProcedure","module-gate","pos","FULL","cashier|manager","required","MEDIUM","كتابة","","server/routers/printPosRouter.ts:33"
"trpc","printPosRouter","services","sales.print_po.services","query","posCashierProcedure","module-gate","pos","FULL","cashier|manager","required","LOW","قراءة","","server/routers/printPosRouter.ts:28"
"trpc","printPricingRouter","createFinishing","sales.print_pricing.create","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:169"
"trpc","printPricingRouter","createPaperUpcharge","sales.print_pricing.create","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:114"
"trpc","printPricingRouter","createWideMedia","sales.print_pricing.create","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:145"
"trpc","printPricingRouter","deleteFacePrice","sales.print_pricing.delete","mutation","managerProcedure","raw-role","","","manager","none","HIGH","فعل حسّاس: delete","RAW_ROLE_GATE|SENSITIVE_ACTION","server/routers/printPricingRouter.ts:105"
"trpc","printPricingRouter","estimate","sales.print_pricing.estimate","query","managerProcedure","raw-role","","","manager","none","LOW","قراءة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:70"
"trpc","printPricingRouter","settings","sales.print_pricing.update","query","managerProcedure","raw-role","","","manager","none","LOW","قراءة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:73"
"trpc","printPricingRouter","updateFinishing","sales.print_pricing.update","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:177"
"trpc","printPricingRouter","updatePaperUpcharge","sales.print_pricing.update","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:128"
"trpc","printPricingRouter","updateSettings","sales.print_pricing.update","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:76"
"trpc","printPricingRouter","updateWideMedia","sales.print_pricing.update","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:153"
"trpc","printPricingRouter","upsertFacePrice","sales.print_pricing.upsert_face_price","mutation","managerProcedure","raw-role","","","manager","none","MEDIUM","كتابة","RAW_ROLE_GATE","server/routers/printPricingRouter.ts:91"
"trpc","productionRouter","cancel","inventory.production.void","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/productionRouter.ts:255"
"trpc","productionRouter","create","inventory.production.create","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","MEDIUM","كتابة","","server/routers/productionRouter.ts:197"
"trpc","productionRouter","get","inventory.production.view","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:178"
"trpc","productionRouter","list","inventory.production.list","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:148"
"trpc","productionRouter","recipes.create","inventory.recipes.create","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","MEDIUM","كتابة","","server/routers/productionRouter.ts:271"
"trpc","productionRouter","recipes.get","inventory.recipes.view","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:269"
"trpc","productionRouter","recipes.list","inventory.recipes.list","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:265"
"trpc","productionRouter","recipes.preview","inventory.recipes.view","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:309"
"trpc","productionRouter","recipes.remove","inventory.recipes.delete","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","HIGH","فعل حسّاس: remove","SENSITIVE_ACTION","server/routers/productionRouter.ts:302"
"trpc","productionRouter","recipes.setActive","inventory.recipes.update","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","MEDIUM","كتابة","","server/routers/productionRouter.ts:294"
"trpc","productionRouter","recipes.update","inventory.recipes.update","mutation","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","MEDIUM","كتابة","","server/routers/productionRouter.ts:282"
"trpc","productionRouter","runPreview","inventory.production.run_preview","query","inventoryManagerProcedure","module-gate","inventory","FULL","manager","required","LOW","قراءة","","server/routers/productionRouter.ts:185"
"trpc","productStudioRouter","approve","productstudio.product_studio.approve","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:231"
"trpc","productStudioRouter","assign","productstudio.product_studio.update","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:125"
"trpc","productStudioRouter","assignees","productstudio.product_studio.update","query","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","LOW","قراءة","","server/routers/productStudioRouter.ts:41"
"trpc","productStudioRouter","bindProcessingProof","productstudio.product_studio.bind_processing_proof","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:203"
"trpc","productStudioRouter","bulkAssign","productstudio.product_studio.bulk_assign","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:136"
"trpc","productStudioRouter","bulkReassign","productstudio.product_studio.bulk_reassign","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:162"
"trpc","productStudioRouter","bulkSetPriority","productstudio.product_studio.bulk_set_priority","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:172"
"trpc","productStudioRouter","campaignAnalytics","productstudio.product_studio.campaign_analytics","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:98"
"trpc","productStudioRouter","campaignBoard","productstudio.product_studio.campaign_board","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:99"
"trpc","productStudioRouter","campaigns","productstudio.product_studio.campaigns","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:65"
"trpc","productStudioRouter","cancel","productstudio.product_studio.void","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:243"
"trpc","productStudioRouter","cancelCampaignBacklog","productstudio.product_studio.void","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:252"
"trpc","productStudioRouter","candidatePreview","productstudio.product_studio.candidate_preview","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:115"
"trpc","productStudioRouter","claimByBarcode","productstudio.product_studio.claim_by_barcode","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:113"
"trpc","productStudioRouter","createCampaign","productstudio.product_studio.create","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:71"
"trpc","productStudioRouter","createCampaignBacklog","productstudio.product_studio.create","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:97"
"trpc","productStudioRouter","createTemporaryPhotographer","productstudio.product_studio.create","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","MEDIUM","كتابة","","server/routers/productStudioRouter.ts:100"
"trpc","productStudioRouter","dashboard","productstudio.product_studio.dashboard","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:29"
"trpc","productStudioRouter","grantStudioAccess","productstudio.product_studio.grant_studio_access","mutation","productStudioManagerProcedure","module-gate","productStudio","FULL","manager","asserted","HIGH","فعل حسّاس: grant","SENSITIVE_ACTION","server/routers/productStudioRouter.ts:42"
"trpc","productStudioRouter","myCampaigns","productstudio.product_studio.my_campaigns","query","productStudioReadProcedure","module-map","productStudio","READ","","scoped","LOW","قراءة","","server/routers/productStudioRouter.ts:70"
