surface,router,name,proposedPermission,kind,procedure,authority,module,level,roles,branch,sensitivity,sensitivityWhy,flags,loc
"trpc","exchangeRouter","settle","treasury.exchange.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","HIGH","فعل حسّاس: settle","SENSITIVE_ACTION","server/routers/exchangeRouter.ts:199"
"trpc","exchangeRouter","statement","treasury.exchange.statement","query","treasuryManagerReadProcedure","module-gate","treasury","READ","manager|accountant","required","LOW","قراءة","","server/routers/exchangeRouter.ts:289"
"trpc","exchangeRouter","update","treasury.exchange.update","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:80"
"trpc","exchangeRouter","withdraw","treasury.exchange.withdraw","mutation","treasuryManagerProcedure","module-gate","treasury","FULL","manager|accountant","required","MEDIUM","كتابة","","server/routers/exchangeRouter.ts:145"
"trpc","executiveRouter","commandCenter","reports.executive.command_center","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/executiveRouter.ts:134"
"trpc","expenseRouter","accrualCorrections","treasury.expense.accrual_corrections","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:223"
"trpc","expenseRouter","approve","treasury.expense.approve","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/expenseRouter.ts:383"
"trpc","expenseRouter","approveAccrualCorrection","treasury.expense.approve","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: approve","SENSITIVE_ACTION","server/routers/expenseRouter.ts:255"
"trpc","expenseRouter","backfill","treasury.expense.backfill","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:147"
"trpc","expenseRouter","cancel","treasury.expense.void","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","HIGH","فعل حسّاس: cancel","SENSITIVE_ACTION","server/routers/expenseRouter.ts:415"
"trpc","expenseRouter","create","treasury.expense.create","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:68"
"trpc","expenseRouter","create","treasury.expense.create","mutation","expensesCashierProcedure","module-gate","expenses","FULL","cashier|manager|accountant","required","MEDIUM","كتابة","","server/routers/expenseRouter.ts:290"
"trpc","expenseRouter","list","treasury.expense.list","query","expensesGlobalReadProcedure","module-map","expenses","READ","","none","LOW","قراءة","","server/routers/expenseRouter.ts:61"
"trpc","expenseRouter","list","treasury.expense.list","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:171"
"trpc","expenseRouter","reject","treasury.expense.reject","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/expenseRouter.ts:394"
"trpc","expenseRouter","rejectAccrualCorrection","treasury.expense.reject","mutation","ownerProcedure","owner","ownership","APPROVE","","none","HIGH","فعل حسّاس: reject","SENSITIVE_ACTION","server/routers/expenseRouter.ts:266"
"trpc","expenseRouter","requestAccrualCorrection","treasury.expense.request_accrual_correction","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","MEDIUM","كتابة","","server/routers/expenseRouter.ts:232"
"trpc","expenseRouter","restoreDefaults","treasury.expense.restore_defaults","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:134"
"trpc","expenseRouter","retryAccrualCorrectionRefund","treasury.expense.retry_accrual_correction_refund","mutation","expensesManagerProcedure","module-gate","expenses","FULL","manager","required","HIGH","فعل حسّاس: refund","SENSITIVE_ACTION","server/routers/expenseRouter.ts:277"
"trpc","expenseRouter","setActive","treasury.expense.update","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:117"
"trpc","expenseRouter","trace","treasury.expense.trace","query","expensesReadProcedure","module-map","expenses","READ","","scoped","LOW","قراءة","","server/routers/expenseRouter.ts:208"
"trpc","expenseRouter","unclassifiedCount","treasury.expense.unclassified_count","query","expensesGlobalReadProcedure","module-map","expenses","READ","","none","LOW","قراءة","","server/routers/expenseRouter.ts:66"
"trpc","expenseRouter","update","treasury.expense.update","mutation","expensesGlobalProcedure","module-gate","expenses","FULL","manager|accountant","none","MEDIUM","كتابة","","server/routers/expenseRouter.ts:92"
"trpc","giftsRouter","approveGift","gifts.gift.approve","mutation","giftsWrite","module-map","gifts","FULL","","scoped","HIGH","فعل حسّاس: approve","LOCAL_GATE|SENSITIVE_ACTION","server/routers/giftsRouter.ts:217"
"trpc","giftsRouter","campaignClose","gifts.gift.campaign_close","mutation","giftsWrite","module-map","gifts","FULL","","scoped","HIGH","فعل حسّاس: close","LOCAL_GATE|SENSITIVE_ACTION","server/routers/giftsRouter.ts:282"
"trpc","giftsRouter","campaignCreate","gifts.gift.campaign_create","mutation","giftsWrite","module-map","gifts","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/giftsRouter.ts:261"
"trpc","giftsRouter","campaignList","gifts.gift.campaign_list","query","giftsRead","module-map","gifts","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/giftsRouter.ts:273"
"trpc","giftsRouter","cancelGift","gifts.gift.void","mutation","giftsWrite","module-map","gifts","FULL","","scoped","HIGH","فعل حسّاس: cancel","LOCAL_GATE|SENSITIVE_ACTION","server/routers/giftsRouter.ts:225"
"trpc","giftsRouter","createOutbound","gifts.gift.create","mutation","giftsWrite","module-map","gifts","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/giftsRouter.ts:186"
"trpc","giftsRouter","get","gifts.gift.view","query","giftsRead","module-map","gifts","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/giftsRouter.ts:135"
"trpc","giftsRouter","list","gifts.gift.list","query","giftsRead","module-map","gifts","READ","","scoped","LOW","قراءة","LOCAL_GATE","server/routers/giftsRouter.ts:46"
"trpc","giftsRouter","receiveInbound","gifts.gift.receive_inbound","mutation","giftsWrite","module-map","gifts","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/giftsRouter.ts:154"
"trpc","giftsRouter","receivePurchaseBonus","gifts.gift.receive_purchase_bonus","mutation","giftsWrite","module-map","gifts","FULL","","scoped","MEDIUM","كتابة","LOCAL_GATE","server/routers/giftsRouter.ts:241"
"trpc","giftsRouter","report","reports.gift.view","query","reportViewerProcedure","module-gate","reports","READ","manager|accountant|auditor","asserted","LOW","قراءة","","server/routers/giftsRouter.ts:146"
"trpc","globalSearchRouter","search","search.global_search.list","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/globalSearchRouter.ts:27"
"trpc","hrDeviceRouter","approveDevice","hr.hr_device.approve","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: approve","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/hrDeviceRouter.ts:297"
"trpc","hrDeviceRouter","bridgeStatus","hr.hr_device.bridge_status","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:137"
"trpc","hrDeviceRouter","commandsList","hr.hr_device.commands_list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:292"
"trpc","hrDeviceRouter","create","hr.hr_device.create","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:106"
"trpc","hrDeviceRouter","deleteDevice","hr.hr_device.delete","mutation","hrWrite","module-map","hr","FULL","","none","HIGH","فعل حسّاس: delete","NO_BRANCH_SCOPE|LOCAL_GATE|SENSITIVE_ACTION","server/routers/hrDeviceRouter.ts:321"
"trpc","hrDeviceRouter","deviceUsers","hr.hr_device.device_users","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:197"
"trpc","hrDeviceRouter","dismissOrigin","hr.hr_device.dismiss_origin","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:421"
"trpc","hrDeviceRouter","employeeLinks","hr.hr_device.employee_links","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:254"
"trpc","hrDeviceRouter","enqueueCommand","hr.hr_device.enqueue_command","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:264"
"trpc","hrDeviceRouter","get","hr.hr_device.view","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:98"
"trpc","hrDeviceRouter","list","hr.hr_device.list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:96"
"trpc","hrDeviceRouter","mapUser","hr.hr_device.map_user","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:207"
"trpc","hrDeviceRouter","migrate","hr.hr_device.migrate","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:129"
"trpc","hrDeviceRouter","migrationStatus","hr.hr_device.migration_status","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:104"
"trpc","hrDeviceRouter","pendingOrigins","hr.hr_device.pending_origins","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:340"
"trpc","hrDeviceRouter","processFolds","hr.hr_device.process_folds","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:448"
"trpc","hrDeviceRouter","punchesList","hr.hr_device.punches_list","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:145"
"trpc","hrDeviceRouter","trustOrigin","hr.hr_device.trust_origin","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:349"
"trpc","hrDeviceRouter","unlinkedDeviceUsers","hr.hr_device.unlinked_device_users","query","hrRead","module-map","hr","READ","","none","LOW","قراءة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:259"
"trpc","hrDeviceRouter","update","hr.hr_device.update","mutation","hrWrite","module-map","hr","FULL","","none","MEDIUM","كتابة","NO_BRANCH_SCOPE|LOCAL_GATE","server/routers/hrDeviceRouter.ts:114"
"trpc","imageStudioRouter","aiConfig","catalog.image_studio.ai_config","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/imageStudioRouter.ts:227"
"trpc","imageStudioRouter","aiSettings","catalog.image_studio.ai_settings","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/imageStudioRouter.ts:183"
"trpc","imageStudioRouter","aiStudioTransform","catalog.image_studio.ai_studio_transform","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/imageStudioRouter.ts:229"
"trpc","imageStudioRouter","branchBudgets","catalog.image_studio.branch_budgets","query","productStudioAdminProcedure","module-gate","productStudio","FULL","admin","none","LOW","قراءة","","server/routers/imageStudioRouter.ts:91"
"trpc","imageStudioRouter","proConfig","catalog.image_studio.pro_config","query","protectedProcedure","none","","","","none","LOW","قراءة","READ_WITHOUT_MODULE_GATE","server/routers/imageStudioRouter.ts:113"
"trpc","imageStudioRouter","proCutout","catalog.image_studio.pro_cutout","mutation","productStudioWriteProcedure","module-map","productStudio","FULL","","scoped","MEDIUM","كتابة","","server/routers/imageStudioRouter.ts:115"
"trpc","imageStudioRouter","setBranchBudget","catalog.image_studio.update","mutation","productStudioAdminProcedure","module-gate","productStudio","FULL","admin","none","MEDIUM","كتابة","","server/routers/imageStudioRouter.ts:93"
"trpc","imageStudioRouter","settings","catalog.image_studio.update","query","adminProcedure","admin","","","admin","none","LOW","قراءة","ADMIN_ONLY","server/routers/imageStudioRouter.ts:54"
"trpc","imageStudioRouter","updateAiSettings","catalog.image_studio.update","mutation","adminProcedure","admin","","","admin","none","MEDIUM","كتابة","ADMIN_ONLY","server/routers/imageStudioRouter.ts:185"
